num_steps,stage,scope,metric,value
20,robot_unit,arms,within_chunk_second_delta_max,0.04930746555328369
20,robot_unit,arms,oscillation_ratio,0.41935483870967744
40,raw_policy,all,across_run_std_mean,0.0
40,raw_policy,all,across_run_std_median,0.0
40,raw_policy,all,across_run_std_p90,0.0
40,raw_policy,all,across_run_std_p95,0.0
40,raw_policy,all,across_run_std_p99,0.0
40,raw_policy,all,across_run_std_min,0.0
40,raw_policy,all,across_run_std_max,0.0
40,raw_policy,all,within_chunk_delta_mean,0.06832711010867236
40,raw_policy,all,within_chunk_delta_median,0.0617024302482605
40,raw_policy,all,within_chunk_delta_p90,0.12272083759307861
40,raw_policy,all,within_chunk_delta_p95,0.12741298675537108
40,raw_policy,all,within_chunk_delta_p99,0.16601245045661905
40,raw_policy,all,within_chunk_delta_min,0.019414186477661133
40,raw_policy,all,within_chunk_delta_max,0.18957796692848206
40,raw_policy,all,within_chunk_second_delta_mean,0.0848462520322452
40,raw_policy,all,within_chunk_second_delta_median,0.08495034277439117
40,raw_policy,all,within_chunk_second_delta_p90,0.13318727910518657
40,raw_policy,all,within_chunk_second_delta_p95,0.160479998588562
40,raw_policy,all,within_chunk_second_delta_p99,0.1801266342401505
40,raw_policy,all,within_chunk_second_delta_min,0.024532735347747803
